model,mse,power_residual,violation_pct,cost
data_driven,0.00985540428621428,0.0819511378680677,47.05882352941176,0.3042667234305996
physics_informed,0.016677563789556378,0.0330694716215089,21.568627450980394,0.3005837018263986
